,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
24,groin swelling,groin swelling: do any of these describe it?, exposure to cold
25,groin swelling,groin swelling: do any of these describe it?, going to the bathroom
26,groin swelling,groin swelling: do any of these describe it?, hunger
27,groin swelling,groin swelling: do any of these describe it?, lying down
28,groin swelling,groin swelling: do any of these describe it?, physical activity
29,groin swelling,groin swelling: do any of these describe it?, pressing on area
30,groin swelling,groin swelling: do any of these describe it?, sitting down
31,groin swelling,groin swelling: do any of these describe it?, standing
32,groin swelling,groin swelling: do any of these describe it?, walking
33,groin swelling,groin swelling: do any of these describe it?, none of these   
34,groin swelling,groin swelling: are your stools loose or watery?, belt like
35,groin swelling,groin swelling: are your stools loose or watery?, burning
36,groin swelling,groin swelling: are your stools loose or watery?, colicky
37,groin swelling,groin swelling: are your stools loose or watery?, crampy
38,groin swelling,groin swelling: are your stools loose or watery?, pinpoint
39,groin swelling,groin swelling: are your stools loose or watery?, pressuring
40,groin swelling,groin swelling: are your stools loose or watery?, sharp
41,groin swelling,groin swelling: are your stools loose or watery?, stabbing
42,groin swelling,groin swelling: are your stools loose or watery?, vague
43,groin swelling,groin swelling: are your stools loose or watery?, none of these 
44,groin swelling,groin swelling: are you constipated or have difficultymoving your bowels?, yes
45,groin swelling,groin swelling: are you constipated or have difficultymoving your bowels?, no 
46,groin swelling,groin swelling: do you have burning sensation or pain during or after peeing?, yes
47,groin swelling,groin swelling: do you have burning sensation or pain during or after peeing?, no
48,groin swelling,groin swelling: how severe would you say it is?, yes
49,groin swelling,groin swelling: how severe would you say it is?, no  
50,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , mild
51,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , severe
52,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , i am not sure 
53,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , scortal swelling
54,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , groin pain
55,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , vomiting
56,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , none of these 
57,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , Abdominal swelling
58,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , nausea
59,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , none of these 
60,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , scortal pain
61,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , urination at night
62,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , leg redness
63,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , none of these 
64,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , skin lesions
65,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , foot swelling
66,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , warm skin on leg
67,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , none of these 
68,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", insect bite
69,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", calf swelling
70,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", hand swelling
71,groin swelling,"groin swelling: do you have pain, pressure or discomfort in your chest?", none of these
72,groin swelling,groin swelling: do you have trouble breathing or catching your breath?, yes
73,groin swelling,groin swelling: do you have trouble breathing or catching your breath?, no  
74,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , yes
75,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , no 
76,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , leg swelling
77,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , warm skin on arm
78,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , foot redness
79,groin swelling,groin swelling: are you currently experiencing any of the symptoms? , none of these 
80,groin swelling,groin swelling:,
0,Genital lesions,Genital lesions: when did it start?,Genital lesions
1,Genital lesions,Genital lesions: are the sores painful?, today
2,Genital lesions,Genital lesions: are the sores painful?, in last week
3,Genital lesions,Genital lesions: are the sores painful?, in last month
4,Genital lesions,Genital lesions: are the sores painful?, 1-3 months ago
5,Genital lesions,Genital lesions: are the sores painful?, over 3 months ago
6,Genital lesions,Genital lesions: are the sores painful?, years ago
7,Genital lesions,Genital lesions: are you sexually active or have you recently engaged in unprotected sexual intercourse?, burning
8,Genital lesions,Genital lesions: are you sexually active or have you recently engaged in unprotected sexual intercourse?, painful
9,Genital lesions,Genital lesions: are you sexually active or have you recently engaged in unprotected sexual intercourse?, pus like
10,Genital lesions,Genital lesions: are you sexually active or have you recently engaged in unprotected sexual intercourse?, none of these 
11,Genital lesions,Genital lesions: does your vagina feels itchy or irritated?, yes
12,Genital lesions,Genital lesions: does your vagina feels itchy or irritated?, no 
13,Genital lesions,Genital lesions: how severe would you say it is?, yes
14,Genital lesions,Genital lesions: how severe would you say it is?, no 
15,Genital lesions,Genital lesions: do you have any unusual vaginal discharge?, mild
16,Genital lesions,Genital lesions: do you have any unusual vaginal discharge?, severe
17,Genital lesions,Genital lesions: do you have any unusual vaginal discharge?, it wakes me at night
18,Genital lesions,Genital lesions: do you have any unusual vaginal discharge?, i am not sure
19,Genital lesions,Genital lesions: do you have any vaginal pain?, yes
20,Genital lesions,Genital lesions: do you have any vaginal pain?, no
21,Genital lesions,Genital lesions: do you have rash anywhere on your body?, yes
22,Genital lesions,Genital lesions: do you have rash anywhere on your body?, no
23,Genital lesions,Genital lesions: do any of these terms describe your rash?, yes
24,Genital lesions,Genital lesions: do any of these terms describe your rash?, no 
25,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, itchy
26,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, burning
27,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, red skin with blisters
28,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, flat
29,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, target/bulls eye shape
30,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, painful
31,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, bumpy
32,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, raised
33,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, hives
34,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, fluid-filled
35,Genital lesions,Genital lesions: do you have a burning sensation or pain during or after peeing?, none of these 
36,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , yes
37,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , no 
38,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , unusual urine odor
39,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , skin lesions
40,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , mouth sores
41,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , none of these 
42,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , irritability
43,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , facial lesions
44,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , painful intercourse
45,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , none of these 
46,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , lack of menstruation
47,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , eye discharge
48,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , frequent urination
49,Genital lesions,Genital lesions: are you currently experiencing any of the symptoms? , none of these
0,Goiter,"Goiter: does you heart race, flutter or skip beats while you're at rest?",Goiter
1,Goiter,Goiter: do you feel cold?, yes
2,Goiter,Goiter: do you feel cold?, no 
3,Goiter,"Goiter: is your arm quivering, trembling, or slightly shaking?", yes
4,Goiter,"Goiter: is your arm quivering, trembling, or slightly shaking?", no 
5,Goiter,Goiter: have you unexpectedly gained weight?, yes
6,Goiter,Goiter: have you unexpectedly gained weight?, no 
7,Goiter,Goiter: have you been more tired than usual?, yes
8,Goiter,Goiter: have you been more tired than usual?, no 
9,Goiter,Goiter: did any of these trigger your fatigue?, yes
10,Goiter,Goiter: did any of these trigger your fatigue?, no
